Date;N1;N2;N3;N4;N5;E1;E2;Winner;Gain
2018-05-22;11;22;3;21;31;4;8;0;0
2018-05-22;1;11;37;41;48;8;12;0;44872308
2018-05-25;26;4;32;31;20;6;9;0;0
2018-05-25;5;34;10;26;27;5;8;0;0
2018-05-25;28;33;41;7;12;9;1;0;0
2018-05-25;27;13;40;42;19;11;1;0;0
2018-05-25;13;15;16;28;41;4;5;0;57140617
2018-05-29;21;29;22;42;38;12;10;0;0
2018-05-29;37;48;3;33;20;1;6;0;0
2018-05-29;10;21;24;22;1;11;3;0;0
2018-05-29;9;20;45;16;18;3;9;0;0
2018-05-29;6;11;20;38;43;2;4;0;66136267
2018-06-02;34;29;16;47;19;5;9;0;0
2018-06-02;36;24;30;17;35;5;12;0;0
2018-06-02;19;15;31;50;17;4;1;0;0
2018-06-02;6;26;48;47;14;7;1;0;0
2018-06-02;8;17;28;34;38;6;12;0;117593590
2018-06-03;18;32;46;7;36;7;3;0;0
2018-06-03;23;12;37;50;26;1;5;0;0
2018-06-03;44;17;49;15;41;5;10;0;0
2018-06-03;19;18;49;23;33;8;4;0;0
2018-06-03;15;20;26;31;44;2;9;0;38461489
2018-06-04;48;31;14;18;28;2;3;0;0
2018-06-04;6;33;31;47;1;8;10;0;0
2018-06-04;41;35;42;12;38;8;4;0;0
2018-06-04;48;3;29;31;5;11;4;0;0
2018-06-04;1;29;33;45;47;4;8;1;76119641
2018-06-07;22;35;46;14;36;9;2;0;0
2018-06-07;50;16;41;43;18;1;2;0;0
2018-06-07;18;49;39;7;36;8;3;0;0
2018-06-07;24;25;50;15;20;5;10;0;0
2018-06-07;8;30;33;38;48;2;10;0;56241097
2018-06-11;39;19;16;48;29;3;2;0;0
2018-06-11;13;7;49;39;1;2;12;0;0
2018-06-11;37;42;14;35;44;3;9;0;0
2018-06-11;1;28;41;2;40;12;3;0;0
2018-06-11;14;24;36;40;43;2;9;0;17000000
2018-06-15;43;36;25;50;7;1;6;0;0
2018-06-15;27;18;3;6;26;10;4;0;0
2018-06-15;11;26;12;8;42;3;1;0;0
2018-06-15;40;11;6;9;23;11;6;0;0
2018-06-15;23;26;33;38;49;1;12;0;28072727
2018-06-19;14;24;31;38;45;6;2;0;0
2018-06-19;49;24;21;42;13;8;5;0;0
2018-06-19;20;48;31;7;50;12;5;0;0
2018-06-19;49;38;15;37;14;10;7;0;0
2018-06-19;7;19;26;42;50;4;9;1;36158964
2018-06-22;40;10;28;27;11;1;7;0;0
2018-06-22;5;38;24;3;12;6;12;0;0
2018-06-22;49;30;5;24;18;9;4;0;0
2018-06-22;10;32;15;42;35;6;10;0;0
2018-06-22;14;25;39;41;44;2;8;0;17000000
2018-06-26;13;4;37;25;22;4;2;0;0
2018-06-26;38;19;46;20;36;10;2;0;0
2018-06-26;43;41;40;19;50;11;3;0;0
2018-06-26;16;30;15;5;44;12;3;0;0
2018-06-26;15;16;20;34;50;4;7;0;24657714
2018-06-29;23;17;40;48;45;5;4;0;0
2018-06-29;7;6;49;32;13;3;1;0;0
2018-06-29;45;47;32;26;23;7;1;0;0
2018-06-29;32;36;43;46;21;6;4;0;0
2018-06-29;15;21;23;40;48;3;12;0;35759659
2018-07-08;3;20;22;43;36;8;12;0;0
2018-07-08;4;36;22;31;49;7;2;0;0
2018-07-08;16;4;21;30;29;3;1;0;0
2018-07-08;35;7;33;15;12;5;11;0;0
2018-07-08;16;28;29;30;36;8;10;0;75479227
2018-07-09;13;33;19;32;6;10;1;0;0
2018-07-09;20;28;23;36;8;11;1;0;0
2018-07-09;28;29;18;7;26;8;3;0;0
2018-07-09;40;17;14;44;35;12;2;0;0
2018-07-09;50;31;27;4;23;1;8;0;17000000
2018-07-12;48;21;40;20;29;4;3;0;0
2018-07-12;1;43;32;26;23;1;11;0;0
2018-07-12;34;9;24;31;28;9;5;0;0
2018-07-12;13;19;16;47;40;2;4;0;0
2018-07-12;11;17;26;37;48;1;10;0;70885902
2018-07-13;1;18;49;26;23;9;1;0;0
2018-07-13;25;3;26;2;50;7;9;0;0
2018-07-13;22;32;39;17;15;5;12;0;0
2018-07-13;49;26;4;32;10;7;4;0;0
2018-07-13;1;4;14;21;49;2;12;1;17000000
2018-07-17;39;12;23;27;20;2;10;0;0
2018-07-17;48;42;25;45;44;11;1;0;0
2018-07-17;7;23;15;28;22;7;12;0;0
2018-07-17;16;1;2;3;37;7;5;0;0
2018-07-17;4;6;27;48;50;1;11;0;17000000
2018-07-20;28;25;43;27;40;1;5;0;0
2018-07-20;7;24;11;47;19;5;3;0;0
2018-07-20;12;29;27;2;3;10;11;0;0
2018-07-20;4;31;18;6;43;8;4;0;0
2018-07-20;2;15;40;43;46;3;6;0;27914266
2018-07-24;44;5;48;9;8;11;10;0;0
2018-07-24;9;6;39;14;41;7;9;0;0
2018-07-24;34;23;38;14;45;4;9;0;0
2018-07-24;33;7;50;9;2;3;7;0;0
2018-07-24;2;4;23;39;40;3;9;0;35993507
2018-07-27;7;47;15;28;44;11;7;0;0
2018-07-27;14;44;12;23;8;12;1;0;0
2018-07-27;19;34;2;50;12;9;2;0;0
2018-07-27;45;5;9;23;35;9;5;0;0
2018-07-27;11;17;22;23;41;6;11;0;47636023
2018-07-31;40;1;44;10;20;9;12;0;0
2018-07-31;21;30;32;19;42;3;9;0;0
2018-07-31;12;48;11;1;29;4;1;0;0
2018-07-31;31;10;18;23;4;11;7;0;0
2018-07-31;20;25;34;42;45;6;11;0;56774958
2018-08-05;13;32;8;24;50;4;11;0;0
2018-08-05;40;39;9;33;7;1;10;0;0
2018-08-05;26;35;15;46;39;8;7;0;0
2018-08-05;2;29;43;30;4;6;4;0;0
2018-08-05;17;25;35;39;44;2;5;1;45566998
2018-08-06;20;47;41;8;21;5;10;0;0
2018-08-06;36;50;4;24;45;11;1;0;0
2018-08-06;37;43;22;3;1;6;2;0;0
2018-08-06;9;38;10;40;20;4;2;0;0
2018-08-06;8;19;32;43;46;2;8;1;17000000
2018-08-14;42;25;9;37;47;11;3;0;0
2018-08-14;38;23;27;29;5;2;8;0;0
2018-08-14;35;32;37;6;2;8;4;0;0
2018-08-14;45;26;14;5;31;9;10;0;0
2018-08-14;1;15;18;25;31;9;11;0;90786197
2018-08-17;2;13;17;20;8;2;6;0;0
2018-08-17;13;48;17;15;3;8;9;0;0
2018-08-17;45;42;37;38;36;8;2;0;0
2018-08-17;22;18;47;25;14;4;10;0;0
2018-08-17;2;15;18;24;43;8;12;0;99896146
2018-08-21;47;14;2;31;41;8;6;0;0
2018-08-21;1;14;31;9;34;10;2;0;0
2018-08-21;4;43;31;18;45;8;2;0;0
2018-08-21;39;17;50;27;33;7;1;0;0
2018-08-21;16;23;42;43;49;10;12;1;107839228
2018-08-24;19;14;42;17;13;11;8;0;0
2018-08-24;26;29;33;45;50;7;4;0;0
2018-08-24;17;12;15;45;1;2;6;0;0
2018-08-24;2;11;28;18;29;3;7;0;0
2018-08-24;3;14;31;36;50;1;12;0;17000000
2018-08-28;36;22;49;14;11;11;10;0;0
2018-08-28;11;16;7;20;8;7;3;0;0
2018-08-28;37;1;43;2;24;1;2;0;0
2018-08-28;12;6;23;8;18;6;2;0;0
2018-08-28;4;16;32;42;46;8;12;0;25031511
2018-08-31;20;1;45;13;47;11;2;0;0
2018-08-31;3;38;20;21;1;9;6;0;0
2018-08-31;18;13;44;47;46;9;3;0;0
2018-08-31;7;17;29;20;16;11;1;0;0
2018-08-31;4;30;31;38;42;4;6;0;36535987
2018-09-01;40;14;4;27;17;8;5;0;0
2018-09-01;24;27;43;39;2;7;3;0;0
2018-09-01;49;9;34;23;43;5;7;0;0
2018-09-01;25;38;49;41;48;12;10;0;0
2018-09-01;6;12;15;38;49;2;9;0;37933940
2018-09-02;2;23;42;36;46;2;4;0;0
2018-09-02;38;11;23;22;33;3;10;0;0
2018-09-02;40;11;25;2;10;7;4;0;0
2018-09-02;6;26;43;15;44;1;6;0;0
2018-09-02;22;31;36;38;44;1;11;0;129291731
2018-09-03;46;23;50;43;37;8;11;0;0
2018-09-03;16;41;40;33;25;3;5;0;0
2018-09-03;50;38;6;28;29;10;1;0;0
2018-09-03;41;45;6;10;42;10;1;0;0
2018-09-03;9;14;21;32;44;1;12;0;51518629
2018-09-10;5;19;14;39;34;3;10;0;0
2018-09-10;1;6;21;42;13;12;2;0;0
2018-09-10;17;40;3;2;43;6;8;0;0
2018-09-10;34;9;20;2;11;7;12;0;0
2018-09-10;3;12;36;44;45;8;11;0;17000000
2018-09-11;11;23;14;28;8;1;8;0;0
2018-09-11;41;26;4;24;46;7;5;0;0
2018-09-11;49;5;10;43;25;10;3;0;0
2018-09-11;4;39;41;36;34;11;6;0;0
2018-09-11;14;17;32;37;49;11;12;0;29387682
2018-09-14;10;3;27;44;5;10;8;0;0
2018-09-14;30;44;4;47;46;9;11;0;0
2018-09-14;20;41;32;23;39;12;7;0;0
2018-09-14;27;10;33;5;28;6;5;0;0
2018-09-14;1;3;33;40;45;3;4;0;36785881
2018-09-18;50;30;41;36;38;9;3;0;0
2018-09-18;2;14;18;30;33;11;8;0;0
2018-09-18;30;16;2;43;18;2;9;0;0
2018-09-18;22;37;46;31;14;5;7;0;0
2018-09-18;3;8;10;32;45;4;12;0;45748295
2018-09-21;20;15;3;45;2;6;1;0;0
2018-09-21;41;10;34;28;48;9;12;0;0
2018-09-21;24;7;19;16;13;9;8;0;0
2018-09-21;35;20;49;50;45;11;6;0;0
2018-09-21;5;7;21;25;37;3;4;0;130000000
2018-09-25;41;20;14;45;16;2;9;0;0
2018-09-25;15;8;2;34;1;7;5;0;0
2018-09-25;49;22;41;42;35;1;12;0;0
2018-09-25;23;12;47;13;6;9;2;0;0
2018-09-25;6;15;20;30;38;4;7;0;139272150
2018-09-28;27;33;24;37;28;3;8;0;0
2018-09-28;19;3;13;43;22;8;12;0;0
2018-09-28;26;3;35;5;7;8;7;0;0
2018-09-28;41;18;5;42;9;10;7;0;0
2018-09-28;2;4;8;27;50;2;9;0;151876472
2018-10-04;47;40;35;4;31;7;12;0;0
2018-10-04;23;41;31;9;25;1;5;0;0
2018-10-04;7;12;6;3;31;5;3;0;0
2018-10-04;35;32;23;37;15;9;3;0;0
2018-10-04;14;27;39;46;48;11;12;1;17000000
2018-10-07;26;45;42;23;7;10;2;0;0
2018-10-07;48;16;14;21;37;6;9;0;0
2018-10-07;17;28;40;11;14;8;1;0;0
2018-10-07;40;44;22;48;16;10;9;0;0
2018-10-07;3;8;26;33;45;7;10;1;65538512
2018-10-08;12;18;15;24;16;12;11;0;0
2018-10-08;40;34;24;30;1;3;6;0;0
2018-10-08;43;9;8;6;35;1;2;0;0
2018-10-08;17;49;43;39;46;12;8;0;0
2018-10-08;18;20;36;43;44;3;9;0;83831487
2018-10-16;28;17;11;31;29;2;3;0;0
2018-10-16;14;27;19;13;7;6;7;0;0
2018-10-16;9;4;1;38;42;11;10;0;0
2018-10-16;26;20;43;38;48;3;10;0;0
2018-10-16;15;28;37;40;42;1;6;0;37140191
2018-10-19;1;38;18;7;39;5;3;0;0
2018-10-19;40;45;21;11;35;2;5;0;0
2018-10-19;47;25;20;44;3;7;8;0;0
2018-10-19;16;25;42;14;48;3;9;0;0
2018-10-19;1;3;29;47;48;3;12;0;49434483
2018-10-23;33;24;2;11;39;2;3;0;0
2018-10-23;2;18;1;22;41;3;4;0;0
2018-10-23;4;9;18;28;24;11;12;0;0
2018-10-23;22;44;17;29;21;3;1;0;0
2018-10-23;1;2;5;21;32;2;12;0;58925021
2018-10-26;13;32;19;9;43;7;3;0;0
2018-10-26;43;10;15;36;40;5;11;0;0
2018-10-26;47;30;13;23;48;7;3;0;0
2018-10-26;50;24;19;44;21;8;10;0;0
2018-10-26;5;18;21;31;35;6;9;0;72210652
2018-10-30;1;45;42;24;39;4;2;0;0
2018-10-30;10;1;6;44;19;4;11;0;0
2018-10-30;21;31;42;32;14;7;4;0;0
2018-10-30;22;50;27;33;23;11;2;0;0
2018-10-30;44;27;23;17;43;1;12;0;78587093
2018-11-05;22;49;20;35;36;1;5;0;0
2018-11-05;8;4;26;27;23;5;4;0;0
2018-11-05;39;32;8;33;47;8;2;0;0
2018-11-05;35;42;4;16;13;5;7;0;0
2018-11-05;3;22;34;49;50;8;11;0;17000000
2018-11-09;18;6;19;8;25;8;2;0;0
2018-11-09;21;10;8;16;13;5;3;0;0
2018-11-09;41;5;49;34;22;7;12;0;0
2018-11-09;31;48;11;50;8;5;6;0;0
2018-11-09;9;18;32;38;46;2;3;0;25114954
2018-11-12;4;2;32;17;21;9;2;0;0
2018-11-12;22;2;40;47;44;6;8;0;0
2018-11-12;45;23;26;31;6;9;1;0;0
2018-11-12;42;47;6;8;49;8;1;0;0
2018-11-12;4;7;13;23;42;1;3;0;77047465
2018-11-13;9;31;30;45;32;11;9;0;0
2018-11-13;11;45;1;21;35;2;6;0;0
2018-11-13;28;31;45;41;39;9;2;0;0
2018-11-13;31;34;39;17;10;3;9;0;0
2018-11-13;2;7;10;13;42;3;6;0;38112925
2018-11-16;9;19;16;39;38;6;11;0;0
2018-11-16;45;5;50;47;4;11;12;0;0
2018-11-16;40;33;32;30;2;3;11;0;0
2018-11-16;24;12;30;25;15;9;10;0;0
2018-11-16;9;10;13;28;41;1;12;1;50340148
2018-11-20;48;13;45;32;36;7;9;0;0
2018-11-20;34;16;32;9;37;12;6;0;0
2018-11-20;37;10;13;12;44;2;11;0;0
2018-11-20;21;24;50;26;45;2;1;0;0
2018-11-20;6;19;39;45;48;7;12;0;17000000
2018-11-23;32;1;43;30;40;7;8;0;0
2018-11-23;25;47;2;41;5;4;5;0;0
2018-11-23;43;41;48;33;26;5;1;0;0
2018-11-23;29;48;2;23;46;1;11;0;0
2018-11-23;25;30;5;26;8;3;10;0;28078913
2018-11-27;35;22;31;49;21;8;2;0;0
2018-11-27;33;30;34;37;15;12;5;0;0
2018-11-27;25;20;42;40;12;5;11;0;0
2018-11-27;50;47;5;28;27;2;4;0;0
2018-11-27;4;16;17;18;32;2;11;0;36531328
2018-11-30;30;1;3;37;23;8;3;0;0
2018-11-30;45;46;27;16;37;5;12;0;0
2018-11-30;37;24;2;13;15;12;3;0;0
2018-11-30;9;43;47;49;29;6;4;0;0
2018-11-30;3;10;12;23;26;1;12;0;48850310
2018-12-01;36;1;31;41;2;7;11;0;0
2018-12-01;45;8;18;50;28;3;10;0;0
2018-12-01;22;15;17;8;43;12;6;0;0
2018-12-01;19;30;11;12;44;9;1;0;0
2018-12-01;13;21;23;30;45;4;6;0;51154443
2018-12-06;28;33;10;6;12;9;10;0;0
2018-12-06;15;14;46;16;35;5;9;0;0
2018-12-06;25;37;11;20;33;7;5;0;0
2018-12-06;49;3;18;37;46;7;8;0;0
2018-12-06;7;21;23;36;38;6;8;0;17000000
2018-12-10;41;37;9;15;28;5;4;0;0
2018-12-10;45;24;23;36;25;4;3;0;0
2018-12-10;10;44;28;25;21;10;9;0;0
2018-12-10;50;5;45;23;31;8;9;0;0
2018-12-10;4;9;12;31;43;5;8;0;28511487
2018-12-14;11;38;45;13;50;8;1;0;0
2018-12-14;17;16;8;18;26;6;5;0;0
2018-12-14;26;40;42;50;34;2;8;0;0
2018-12-14;30;34;7;35;3;10;6;0;0
2018-12-14;12;29;38;42;44;2;12;0;85503050
2018-12-18;36;32;34;11;12;8;6;0;0
2018-12-18;31;23;4;16;38;11;3;0;0
2018-12-18;32;47;26;46;50;6;2;0;0
2018-12-18;37;36;1;49;12;4;6;0;0
2018-12-18;1;9;18;39;48;5;7;0;92347677
2018-12-21;14;23;19;29;44;9;11;0;0
2018-12-21;43;38;49;14;45;4;3;0;0
2018-12-21;13;11;29;12;26;8;4;0;0
2018-12-21;35;27;3;6;38;12;4;0;0
2018-12-21;2;12;15;34;50;3;4;0;102382992
2018-12-25;38;42;2;28;17;4;9;0;0
2018-12-25;10;11;24;2;15;7;8;0;0
2018-12-25;22;34;28;8;13;6;1;0;0
2018-12-25;2;45;15;28;46;4;2;0;0
2018-12-25;4;5;8;31;43;2;9;0;109785346
2018-12-28;44;20;34;48;2;3;6;0;0
2018-12-28;10;1;25;28;6;11;4;0;0
2018-12-28;17;27;32;25;7;12;6;0;0
2018-12-28;34;9;46;30;5;11;1;0;0
2018-12-28;13;16;34;35;45;10;12;0;120363454
2019-01-01;19;47;13;41;14;4;1;0;0
2019-01-01;1;16;47;25;35;5;4;0;0
2019-01-01;50;34;8;39;49;12;8;0;0
2019-01-01;6;33;40;9;18;3;6;0;0
2019-01-01;1;8;11;25;28;4;6;1;129645665
2019-01-02;15;26;3;33;34;10;3;0;0
2019-01-02;12;15;36;27;33;9;10;0;0
2019-01-02;24;9;31;35;30;12;6;0;0
2019-01-02;17;7;9;26;43;4;6;0;0
2019-01-02;3;21;26;41;46;1;6;0;120000000
2019-01-03;41;46;17;3;8;12;6;0;0
2019-01-03;49;4;5;12;37;3;12;0;0
2019-01-03;21;2;20;37;30;10;1;0;0
2019-01-03;24;40;41;2;1;8;10;0;0
2019-01-03;6;9;19;26;31;11;12;0;40737694
2019-01-10;26;46;40;43;44;6;3;0;0
2019-01-10;8;33;30;12;1;8;10;0;0
2019-01-10;6;29;21;1;36;7;10;0;0
2019-01-10;46;16;5;29;31;10;1;0;0
2019-01-10;2;11;18;40;46;1;4;0;190000000
2019-01-11;27;32;42;4;39;4;1;0;0
2019-01-11;34;43;1;41;12;5;1;0;0
2019-01-11;50;15;32;7;34;5;6;0;0
2019-01-11;35;47;42;16;9;11;7;0;0
2019-01-11;2;20;39;44;48;5;7;0;80266472
2019-01-15;46;3;18;13;2;8;2;0;0
2019-01-15;14;24;50;39;25;9;8;0;0
2019-01-15;7;11;1;26;42;11;3;0;0
2019-01-15;2;25;45;43;8;2;8;0;0
2019-01-15;33;22;35;25;29;3;6;0;47436060
2019-01-18;41;15;4;11;46;11;12;0;0
2019-01-18;22;2;45;34;40;8;2;0;0
2019-01-18;32;40;19;16;10;8;10;0;0
2019-01-18;13;41;25;31;38;7;9;0;0
2019-01-18;5;6;16;30;46;5;10;0;60264632
2019-01-22;19;27;48;1;29;4;10;0;0
2019-01-22;19;28;27;43;45;1;5;0;0
2019-01-22;17;46;34;22;41;6;11;0;0
2019-01-22;24;39;25;17;13;6;4;0;0
2019-01-22;9;23;29;41;49;8;10;0;70256484
2019-01-25;15;6;19;31;27;9;7;0;0
2019-01-25;36;49;1;4;25;6;4;0;0
2019-01-25;25;19;22;50;14;3;12;0;0
2019-01-25;10;24;20;48;12;10;3;0;0
2019-01-25;1;6;13;15;16;6;10;0;78799794
2019-01-29;45;1;43;3;27;9;7;0;0
2019-01-29;48;7;29;2;1;8;9;0;0
2019-01-29;44;26;15;16;33;1;11;0;0
2019-01-29;4;39;26;37;12;12;9;0;0
2019-01-29;14;24;26;32;39;3;8;0;85646002
2019-02-04;4;49;13;26;45;3;4;0;0
2019-02-04;22;24;40;23;39;6;12;0;0
2019-02-04;41;50;11;35;32;10;6;0;0
2019-02-04;26;36;8;32;3;11;7;0;0
2019-02-04;9;26;16;2;36;6;7;0;59503555
2019-02-07;18;45;41;6;20;8;2;0;0
2019-02-07;5;20;11;50;12;6;8;0;0
2019-02-07;46;44;7;15;33;6;10;0;0
2019-02-07;38;36;19;24;7;7;5;0;0
2019-02-07;19;44;11;29;45;12;8;0;67120223
2019-02-08;7;49;22;21;38;11;7;0;0
2019-02-08;23;43;5;20;33;3;5;0;0
2019-02-08;38;4;40;11;37;7;12;0;0
2019-02-08;47;30;6;37;25;5;6;0;0
2019-02-08;13;22;33;44;50;2;5;0;48088964
2019-02-15;46;19;33;15;38;2;3;0;0
2019-02-15;43;21;32;39;30;7;5;0;0
2019-02-15;26;46;10;41;25;9;2;0;0
2019-02-15;48;47;41;24;8;6;2;0;0
2019-02-15;15;27;34;38;49;2;10;0;164624365
2019-02-19;25;43;13;38;28;2;10;0;0
2019-02-19;36;35;15;50;26;6;4;0;0
2019-02-19;27;18;47;3;37;5;3;0;0
2019-02-19;8;3;13;10;4;1;6;0;0
2019-02-19;1;8;18;19;39;7;9;1;175475380
2019-02-22;24;36;25;49;35;6;11;0;0
2019-02-22;17;25;26;3;32;11;2;0;0
2019-02-22;16;37;6;11;38;9;4;0;0
2019-02-22;13;37;48;5;22;5;7;0;0
2019-02-22;3;27;29;33;50;3;7;0;17000000
2019-02-26;16;14;37;46;17;2;8;0;0
2019-02-26;23;49;38;26;17;3;5;0;0
2019-02-26;19;41;43;5;29;7;11;0;0
2019-02-26;44;18;46;26;27;3;7;0;0
2019-02-26;3;15;29;35;47;3;4;0;25879457
2019-03-05;19;37;33;2;11;6;4;0;0
2019-03-05;12;26;18;45;2;4;12;0;0
2019-03-05;33;21;4;23;46;2;11;0;0
2019-03-05;48;25;3;40;5;3;1;0;0
2019-03-05;2;9;20;27;43;5;6;0;17000000
2019-03-09;17;40;16;4;25;8;4;0;0
2019-03-09;34;14;2;39;42;3;6;0;0
2019-03-09;17;28;32;4;36;9;12;0;0
2019-03-09;15;46;32;14;23;2;9;0;0
2019-03-09;7;11;38;39;44;7;10;0;128170100
2019-03-12;36;19;4;6;43;11;4;0;0
2019-03-12;49;3;14;30;2;4;3;0;0
2019-03-12;21;23;35;36;27;5;12;0;0
2019-03-12;27;28;38;6;16;3;4;0;0
2019-03-12;18;31;32;38;48;4;12;1;48061132
2019-03-15;32;36;37;4;24;4;6;0;0
2019-03-15;49;45;14;20;46;2;11;0;0
2019-03-15;50;13;35;27;44;12;6;0;0
2019-03-15;2;17;10;30;9;3;4;0;0
2019-03-15;46;24;42;15;3;12;9;1;83410540
2019-03-19;38;8;26;44;25;7;1;0;0
2019-03-19;39;27;37;49;31;12;7;0;0
2019-03-19;29;21;34;4;3;5;11;0;0
2019-03-19;28;50;40;31;30;2;10;0;0
2019-03-19;1;6;9;34;47;7;12;0;17000000
2019-03-22;28;36;47;34;30;5;11;0;0
2019-03-22;32;15;6;44;3;5;10;0;0
2019-03-22;45;16;32;41;10;10;3;0;0
2019-03-22;10;38;25;43;20;12;1;0;0
2019-03-22;4;17;26;30;43;6;11;0;28719145
2019-03-26;15;18;39;27;45;5;8;0;0
2019-03-26;42;46;38;23;41;4;12;0;0
2019-03-26;29;7;12;33;6;1;9;0;0
2019-03-26;37;43;39;13;2;4;3;0;0
2019-03-26;12;19;23;43;47;2;6;0;37479115
2019-03-29;45;35;7;6;16;7;8;0;0
2019-03-29;30;28;40;22;1;3;8;0;0
2019-03-29;33;22;47;42;23;11;5;0;0
2019-03-29;10;2;34;12;30;3;11;0;0
2019-03-29;13;23;26;32;47;6;10;0;49918767
2019-04-01;44;12;1;4;3;11;10;0;0
2019-04-01;15;4;34;21;37;8;10;0;0
2019-04-01;18;30;16;33;44;11;4;0;0
2019-04-01;29;21;23;50;27;1;11;0;0
2019-04-01;7;11;19;27;37;6;10;0;17000000
2019-04-06;13;26;22;41;48;8;12;0;0
2019-04-06;34;10;21;16;45;12;2;0;0
2019-04-06;9;41;18;24;40;8;11;0;0
2019-04-06;12;17;40;30;37;12;1;0;0
2019-04-06;31;32;9;39;41;8;2;0;25380126
2019-04-10;8;32;34;21;35;5;4;0;0
2019-04-10;44;31;8;29;50;9;12;0;0
2019-04-10;32;27;43;23;28;4;5;0;0
2019-04-10;15;43;41;50;12;3;2;0;0
2019-04-10;6;9;35;41;44;6;9;0;190000000
2019-04-16;3;39;34;27;38;8;2;0;0
2019-04-16;49;6;13;10;47;6;5;0;0
2019-04-16;29;7;25;20;30;11;8;0;0
2019-04-16;25;5;40;12;36;11;5;0;0
2019-04-16;1;8;15;44;49;2;11;0;25270377
2019-04-19;44;11;2;7;14;8;2;0;0
2019-04-19;34;33;5;8;30;6;7;0;0
2019-04-19;10;37;16;4;40;6;8;0;0
2019-04-19;9;38;35;29;21;7;9;0;0
2019-04-19;7;8;32;41;49;5;11;0;36104655
2019-04-23;46;43;26;9;29;11;3;0;0
2019-04-23;8;15;29;37;9;5;3;0;0
2019-04-23;39;4;18;1;13;5;10;0;0
2019-04-23;43;18;45;39;44;2;8;0;0
2019-04-23;18;23;27;42;44;2;7;1;44153561
2019-04-26;41;47;11;10;23;2;10;0;0
2019-04-26;50;6;37;19;18;1;2;0;0
2019-04-26;8;32;44;18;21;2;5;0;0
2019-04-26;39;28;31;49;1;11;3;0;0
2019-04-26;33;35;50;47;14;11;9;0;17000000
2019-04-30;22;17;29;46;10;11;10;0;0
2019-04-30;21;33;32;25;19;11;7;0;0
2019-04-30;18;38;27;8;50;6;8;0;0
2019-04-30;11;14;46;43;30;1;11;0;0
2019-04-30;5;12;20;26;48;2;11;1;25326022
2019-05-02;48;6;50;8;22;12;8;0;0
2019-05-02;38;11;24;4;47;5;2;0;0
2019-05-02;27;22;23;42;2;11;3;0;0
2019-05-02;20;36;29;6;9;11;1;0;0
2019-05-02;14;25;31;37;43;2;3;0;129262876
2019-05-03;32;17;6;50;36;6;10;0;0
2019-05-03;2;20;16;10;42;10;5;0;0
2019-05-03;48;18;15;6;11;12;3;0;0
2019-05-03;17;49;43;33;35;4;7;0;0
2019-05-03;6;10;16;39;46;8;11;0;50394785
2019-05-04;44;14;2;34;7;9;7;0;0
2019-05-04;27;34;44;4;18;2;8;0;0
2019-05-04;21;41;40;42;46;9;10;0;0
2019-05-04;24;29;4;30;20;12;11;0;0
2019-05-04;7;45;10;1;29;5;3;0;72846386
2019-05-07;33;41;37;45;18;9;12;0;0
2019-05-07;15;43;35;12;46;7;2;0;0
2019-05-07;28;46;23;18;8;7;5;0;0
2019-05-07;19;49;27;11;18;9;5;0;0
2019-05-07;2;9;20;34;42;6;9;0;75229368
2019-05-11;22;2;11;30;12;10;5;0;0
2019-05-11;1;37;21;30;13;4;2;0;0
2019-05-11;43;34;30;20;39;1;11;0;0
2019-05-11;50;23;7;21;5;2;11;0;0
2019-05-11;9;14;25;33;48;2;12;0;87082433
2019-05-14;9;45;11;29;10;9;2;0;0
2019-05-14;48;39;21;15;50;6;9;0;0
2019-05-14;45;27;49;18;30;11;9;0;0
2019-05-14;15;13;40;6;9;1;4;0;0
2019-05-14;10;14;17;25;50;2;10;0;24956872
2019-05-17;10;11;40;19;12;6;11;0;0
2019-05-17;32;29;37;46;19;2;4;0;0
2019-05-17;31;29;35;18;16;11;9;0;0
2019-05-17;30;46;35;49;2;11;8;0;0
2019-05-17;16;28;42;43;45;6;7;0;36088260
2019-05-21;6;5;26;14;25;4;8;0;0
2019-05-21;31;25;50;19;11;2;11;0;0
2019-05-21;4;29;5;36;23;2;4;0;0
2019-05-21;49;34;1;10;4;5;3;0;0
2019-05-21;32;33;34;39;47;8;12;0;44599323
2019-05-24;8;40;10;49;24;10;6;0;0
2019-05-24;13;6;34;19;3;7;5;0;0
2019-05-24;41;18;44;45;38;10;1;0;0
2019-05-24;8;14;29;28;34;11;9;0;0
2019-05-24;5;16;23;30;49;6;7;0;56397248
2019-05-28;25;49;7;12;40;11;10;0;0
2019-05-28;35;23;25;26;29;7;5;0;0
2019-05-28;37;6;20;13;26;9;8;0;0
2019-05-28;10;16;36;5;49;9;2;0;0
2019-05-28;7;19;20;28;29;1;5;2;65353668
2019-05-31;25;47;39;12;30;7;3;0;0
2019-05-31;30;3;36;44;21;10;4;0;0
2019-05-31;15;8;38;28;22;9;11;0;0
2019-05-31;21;32;3;48;35;11;2;0;0
2019-05-31;1;23;24;26;35;1;11;0;17000000
2019-06-08;23;43;8;35;16;9;1;0;0
2019-06-08;6;44;11;19;49;8;12;0;0
2019-06-08;48;12;6;45;31;10;2;0;0
2019-06-08;16;4;22;40;49;12;7;0;0
2019-06-08;12;13;29;36;38;4;12;0;57394563
2019-06-09;49;38;4;10;39;11;2;0;0
2019-06-09;40;44;13;27;8;3;12;0;0
