Date;N1;N2;N3;N4;N5;E1;E2;Winner;Gain;Result
2011-08-19;10;15;27;35;47;02;08;0;0;lose
2011-08-19;16;25;26;40;43;01;05;0;0;lose
2011-08-19;16;22;25;28;37;05;09;0;0;lose
2011-08-16;1;13;17;18;45;3;8;0;53000000;win
2011-08-16;02;04;19;34;45;07;10;0;0;lose
2011-08-16;14;19;22;33;35;05;12;0;0;lose
2011-08-16;03;15;31;38;50;08;11;0;0;lose
2011-08-16;03;09;27;38;46;02;08;0;0;lose
2011-08-12;7;10;20;27;37;4;7;0;46000000;win
2011-08-12;04;09;23;26;45;05;06;0;0;lose
2011-08-12;07;21;34;40;45;01;09;0;0;lose
2011-08-12;07;23;31;35;42;03;12;0;0;lose
2011-08-12;05;17;19;25;38;03;04;0;0;lose
2011-08-09;7;23;24;34;36;8;11;0;34000000;win
2011-08-09;13;34;36;37;41;01;07;0;0;lose
2011-08-09;01;09;13;17;21;02;07;0;0;lose
2011-08-09;02;06;42;45;47;02;05;0;0;lose
2011-08-09;12;23;28;30;34;05;08;0;0;lose
2011-08-05;13;14;18;32;34;1;10;0;26000000;win
2011-08-05;03;18;29;38;43;04;11;0;0;lose
2011-08-05;14;18;32;34;36;03;05;0;0;lose
2011-08-05;03;09;35;40;43;01;03;0;0;lose
2011-08-05;02;07;29;35;43;01;04;0;0;lose
2011-08-02;5;8;14;24;33;3;8;0;15000000;win
2011-08-02;19;29;43;49;50;02;07;0;0;lose
2011-08-02;15;22;36;37;39;08;09;0;0;lose
2011-08-02;15;24;25;27;34;01;10;0;0;lose
2011-08-02;07;12;17;23;47;10;11;0;0;lose
2011-07-29;12;19;27;37;38;5;10;1;27000000;win
2011-07-29;11;13;18;25;44;04;06;0;0;lose
2011-07-29;05;12;25;29;47;02;05;0;0;lose
2011-07-29;15;16;18;33;44;05;10;0;0;lose
2011-07-29;15;26;34;45;48;06;10;0;0;lose
2011-07-26;1;5;22;25;48;3;11;0;15000000;win
2011-07-26;16;22;25;26;40;03;09;0;0;lose
2011-07-26;03;08;29;31;46;01;02;0;0;lose
2011-07-26;01;25;32;34;43;07;10;0;0;lose
2011-07-26;02;16;18;19;26;03;04;0;0;lose
2011-07-22;4;15;23;49;50;2;6;2;15000000;win
2011-07-22;01;04;22;38;50;08;09;0;0;lose
2011-07-22;24;28;30;33;41;04;07;0;0;lose
2011-07-22;30;34;35;36;38;01;11;0;0;lose
2011-07-22;15;25;37;41;45;03;09;0;0;lose
2011-07-19;3;16;25;26;35;5;9;1;21000000;win
2011-07-19;04;13;17;33;41;05;07;0;0;lose
2011-07-19;03;13;28;44;49;11;12;0;0;lose
2011-07-19;01;05;16;19;23;07;11;0;0;lose
2011-07-19;20;23;24;44;48;02;05;0;0;lose
2011-07-15;6;26;33;34;39;3;4;0;15000000;win
2011-07-15;07;18;20;41;42;11;12;0;0;lose
2011-07-15;17;22;30;39;41;03;09;0;0;lose
2011-07-15;03;06;37;44;47;03;08;0;0;lose
2011-07-15;19;20;25;27;30;02;09;0;0;lose
2011-07-12;17;19;38;42;45;9;10;1;185000000;win
2011-07-12;21;24;29;42;48;04;07;0;0;lose
2011-07-12;05;07;41;44;50;02;06;0;0;lose
2011-07-12;24;25;26;27;35;02;06;0;0;lose
2011-07-12;02;16;17;26;36;02;08;0;0;lose
2011-07-08;12;13;23;40;49;7;10;0;185000000;win
2011-07-08;19;22;34;36;40;02;05;0;0;lose
2011-07-08;08;13;15;26;39;10;12;0;0;lose
2011-07-08;04;17;37;38;40;04;09;0;0;lose
2011-07-08;09;40;42;43;48;04;09;0;0;lose
2011-07-05;11;28;29;47;49;1;5;0;171000000;win
2011-07-05;08;11;16;25;37;05;10;0;0;lose
2011-07-05;22;24;41;42;43;06;11;0;0;lose
2011-07-05;01;02;14;31;45;04;08;0;0;lose
2011-07-05;06;09;15;22;28;02;08;0;0;lose
2011-07-01;8;11;23;31;46;8;9;0;152000000;win
2011-07-01;10;34;45;47;48;02;04;0;0;lose
2011-07-01;06;08;10;22;49;08;11;0;0;lose
2011-07-01;10;20;39;47;48;08;11;0;0;lose
2011-07-01;09;26;36;38;48;05;10;0;0;lose
2011-06-28;15;16;30;44;50;2;3;0;132000000;win
2011-06-28;08;12;41;42;47;04;11;0;0;lose
2011-06-28;06;08;12;16;45;01;03;0;0;lose
2011-06-28;05;20;22;23;26;02;08;0;0;lose
2011-06-28;05;08;31;43;49;03;05;0;0;lose
2011-06-24;5;16;20;30;41;6;11;0;119000000;win
2011-06-24;05;10;26;37;45;01;03;0;0;lose
2011-06-24;01;05;22;23;33;02;07;0;0;lose
2011-06-24;09;22;29;37;46;04;09;0;0;lose
2011-06-24;07;12;22;30;43;02;05;0;0;lose
2011-06-21;17;20;35;49;50;3;4;0;101000000;win
2011-06-21;09;16;23;38;43;05;09;0;0;lose
2011-06-21;09;14;17;20;27;02;04;0;0;lose
2011-06-21;03;04;07;17;24;10;12;0;0;lose
2011-06-21;07;13;25;29;34;06;11;0;0;lose
2011-06-17;11;16;21;22;44;3;8;0;91000000;win
2011-06-17;04;06;09;36;39;02;08;0;0;lose
2011-06-17;03;09;22;27;44;04;09;0;0;lose
2011-06-17;16;17;25;27;49;03;08;0;0;lose
2011-06-17;07;16;19;38;44;06;07;0;0;lose
2011-06-14;5;12;19;41;48;8;10;0;76000000;win
2011-06-14;11;15;25;32;34;09;11;0;0;lose
2011-06-14;02;08;10;27;37;08;10;0;0;lose
2011-06-14;09;21;26;29;43;01;10;0;0;lose
2011-06-14;08;19;28;33;38;05;06;0;0;lose
2011-06-10;3;19;20;37;48;8;11;0;68000000;win
2011-06-10;02;08;14;40;48;02;06;0;0;lose
2011-06-10;03;11;14;41;49;08;11;0;0;lose
2011-06-10;17;33;37;42;45;05;10;0;0;lose
2011-06-10;17;22;26;39;46;01;11;0;0;lose
2011-06-07;6;25;36;38;40;4;10;0;54000000;win
2011-06-07;02;11;14;35;43;01;08;0;0;lose
2011-06-07;01;03;19;28;41;01;11;0;0;lose
2011-06-07;07;13;30;32;41;03;07;0;0;lose
2011-06-07;02;16;22;24;36;02;06;0;0;lose
2011-06-03;4;39;40;49;50;2;5;0;46000000;win
2011-06-03;17;20;25;31;44;01;10;0;0;lose
2011-06-03;03;11;18;22;48;02;07;0;0;lose
2011-06-03;13;26;38;39;43;02;07;0;0;lose
2011-06-03;16;24;25;33;37;05;12;0;0;lose
2011-05-31;1;9;10;22;50;5;11;0;33000000;win
2011-05-31;16;29;30;35;38;06;12;0;0;lose
2011-05-31;07;09;27;31;47;01;11;0;0;lose
2011-05-31;03;08;12;32;35;04;05;0;0;lose
2011-05-31;13;17;32;39;47;02;07;0;0;lose
2011-05-27;9;17;25;28;49;8;9;0;26000000;win
2011-05-27;13;19;20;29;44;01;06;0;0;lose
2011-05-27;08;20;21;27;40;03;11;0;0;lose
2011-05-27;01;05;36;41;43;03;10;0;0;lose
2011-05-27;02;05;16;28;49;01;10;0;0;lose
2011-05-24;16;23;24;26;29;2;9;0;15000000;win
2011-05-24;03;04;16;17;29;04;12;0;0;lose
2011-05-24;28;30;31;33;43;09;12;0;0;lose
2011-05-24;04;16;22;37;39;08;11;0;0;lose
2011-05-24;10;13;25;35;40;03;04;0;0;lose
2011-05-20;10;14;20;25;42;8;11;1;25000000;win
2011-05-20;03;30;32;43;47;02;08;0;0;lose
2011-05-20;05;12;21;24;43;06;08;0;0;lose
2011-05-20;09;12;17;28;29;07;12;0;0;lose
2011-05-20;08;09;13;32;46;08;11;0;0;lose
2011-05-17;20;21;37;45;46;2;3;0;15000000;win
2011-05-17;21;25;33;49;50;08;12;0;0;lose
2011-05-17;15;16;17;32;47;02;12;0;0;lose
2011-05-17;01;16;24;26;31;06;11;0;0;lose
2011-05-17;15;16;30;45;48;05;06;0;0;lose
2011-05-13;9;11;17;36;47;1;2;1;123000000;win
2011-05-13;02;03;18;31;48;04;12;0;0;lose
2011-05-13;08;15;27;40;48;01;02;0;0;lose
2011-05-13;03;31;37;42;44;05;12;0;0;lose
2011-05-13;10;15;40;41;50;05;12;0;0;lose
2011-05-10;3;10;15;28;45;5;7;0;100000000;win
2011-05-10;01;02;03;06;18;01;08;0;0;lose
2011-05-10;08;12;31;33;39;02;09;0;0;lose
2011-05-10;03;15;16;28;36;03;05;0;0;lose
2011-05-10;09;34;38;42;50;01;09;0;0;lose
2011-05-06;11;16;20;22;28;4;9;1;28000000;win
2011-05-06;06;20;21;42;47;07;08;0;0;lose
2011-05-06;01;10;32;41;45;06;07;0;0;lose
2011-05-06;08;09;16;19;46;06;09;0;0;lose
2011-05-06;08;10;15;48;50;09;10;0;0;lose
2011-04-29;15;25;38;40;41;1;2;0;15000000;win
2011-04-29;10;19;23;33;49;01;12;0;0;lose
2011-04-29;13;19;20;25;46;01;11;0;0;lose
2011-04-29;06;11;21;40;46;08;09;0;0;lose
2011-04-29;22;31;34;41;49;06;11;0;0;lose
2011-04-22;11;22;36;45;48;1;4;1;44000000;win
2011-04-22;04;07;29;33;44;01;03;0;0;lose
2011-04-22;24;28;34;45;48;08;11;0;0;lose
2011-04-22;12;16;32;34;45;03;04;0;0;lose
2011-04-22;02;05;12;36;49;04;06;0;0;lose
2011-04-15;4;6;21;39;41;2;6;0;29000000;win
2011-04-15;01;17;37;38;49;09;11;0;0;lose
2011-04-15;08;30;34;43;44;02;11;0;0;lose
2011-04-15;08;12;15;16;43;03;12;0;0;lose
2011-04-15;01;03;31;39;46;03;11;0;0;lose
2011-04-08;21;23;38;47;50;2;6;0;15000000;win
2011-04-08;01;29;34;40;48;05;11;0;0;lose
2011-04-08;02;07;15;19;47;09;10;0;0;lose
2011-04-08;01;17;28;29;45;01;08;0;0;lose
2011-04-08;14;15;19;21;33;08;10;0;0;lose
2011-04-01;4;17;21;22;33;4;8;1;15000000;win
2011-04-01;03;07;43;47;50;02;12;0;0;lose
2011-04-01;01;05;07;12;13;05;12;0;0;lose
2011-04-01;08;18;20;23;32;03;12;0;0;lose
2011-04-01;05;18;30;32;46;10;12;0;0;lose
2011-03-25;6;12;21;27;33;3;7;2;133000000;win
2011-03-25;19;22;36;38;41;10;12;0;0;lose
2011-03-25;03;07;14;34;36;05;12;0;0;lose
2011-03-25;02;22;30;34;41;04;12;0;0;lose
2011-03-25;01;08;20;46;47;07;09;0;0;lose
2011-03-18;1;13;20;26;50;6;7;0;105000000;win
2011-03-18;05;18;22;28;42;04;08;0;0;lose
2011-03-18;02;14;17;32;48;03;06;0;0;lose
2011-03-18;20;30;31;33;50;03;09;0;0;lose
2011-03-18;09;14;15;22;34;08;12;0;0;lose
2011-03-11;17;19;24;37;46;2;7;0;80000000;win
2011-03-11;03;09;12;36;42;03;11;0;0;lose
2011-03-11;04;18;21;22;45;03;05;0;0;lose
2011-03-11;04;08;10;32;45;03;05;0;0;lose
2011-03-11;26;33;35;43;44;02;03;0;0;lose
2011-03-04;11;25;27;28;41;5;8;0;59000000;win
2011-03-04;04;13;17;26;42;02;09;0;0;lose
2011-03-04;01;06;25;32;35;01;07;0;0;lose
2011-03-04;04;07;19;20;41;01;08;0;0;lose
2011-03-04;07;14;33;40;47;04;09;0;0;lose
2011-02-25;12;13;42;45;48;3;9;0;43000000;win
2011-02-25;03;23;27;30;48;01;08;0;0;lose
2011-02-25;01;07;22;39;49;04;08;0;0;lose
2011-02-25;04;08;17;22;38;03;05;0;0;lose
2011-02-25;05;19;35;37;41;02;06;0;0;lose
2011-02-18;2;3;15;45;49;5;9;0;28000000;win
2011-02-18;13;21;23;25;39;05;10;0;0;lose
2011-02-18;02;19;29;45;47;09;11;0;0;lose
2011-02-18;09;17;35;45;48;01;06;0;0;lose
2011-02-18;20;24;35;48;50;03;05;0;0;lose
2011-02-11;12;14;15;19;23;7;8;0;15000000;win
2011-02-11;11;17;25;26;48;03;04;0;0;lose
2011-02-11;10;13;22;30;34;01;02;0;0;lose
2011-02-11;10;21;34;35;40;02;06;0;0;lose
2011-02-11;10;12;30;33;47;04;05;0;0;lose
2011-02-04;2;11;24;35;47;5;9;5;28000000;win
2011-02-04;18;24;35;39;48;01;12;0;0;lose
2011-02-04;21;22;33;35;50;03;12;0;0;lose
2011-02-04;23;32;33;39;43;04;09;0;0;lose
2011-02-04;01;03;07;16;19;08;11;0;0;lose
2011-01-28;13;23;24;41;42;1;5;0;15000000;win
2011-01-28;01;02;39;41;42;10;12;0;0;lose
2011-01-28;27;31;34;38;44;08;12;0;0;lose
2011-01-28;01;07;18;32;41;02;03;0;0;lose
2011-01-28;14;19;36;39;48;01;07;0;0;lose
2011-01-21;3;11;13;18;21;4;5;2;29000000;win
2011-01-21;22;24;36;45;49;02;05;0;0;lose
2011-01-21;16;17;31;34;46;08;12;0;0;lose
2011-01-21;10;13;14;33;43;07;11;0;0;lose
2011-01-21;01;07;28;31;35;09;10;0;0;lose
2011-01-14;2;14;24;39;44;6;7;0;15000000;win
2011-01-14;02;05;06;32;48;01;05;0;0;lose
2011-01-14;05;23;30;33;49;01;08;0;0;lose
2011-01-14;08;27;32;37;39;01;05;0;0;lose
2011-01-14;10;16;19;20;27;03;05;0;0;lose
2011-01-07;1;22;32;48;50;6;7;1;15000000;win
2011-01-07;23;26;28;34;36;02;03;0;0;lose
2011-01-07;20;28;34;37;47;06;07;0;0;lose
2011-01-07;07;39;44;48;49;01;03;0;0;lose
2011-01-07;03;14;27;28;47;06;09;0;0;lose
2010-12-31;2;24;34;38;43;1;7;1;15000000;win
2010-12-31;11;18;31;33;48;02;08;0;0;lose
2010-12-31;11;17;23;30;38;06;09;0;0;lose
2010-12-31;05;07;09;29;37;07;09;0;0;lose
2010-12-31;14;18;20;39;43;07;11;0;0;lose
2010-12-24;19;36;38;42;46;2;8;1;15000000;win
2010-12-24;08;09;14;28;47;03;05;0;0;lose
2010-12-24;16;25;29;37;38;01;09;0;0;lose
2010-12-24;29;32;33;41;46;03;06;0;0;lose
2010-12-24;07;29;33;38;43;05;09;0;0;lose
2010-12-17;3;20;29;35;42;3;8;1;43000000;win
2010-12-17;02;03;12;25;27;05;07;0;0;lose
2010-12-17;11;13;22;28;34;02;08;0;0;lose
2010-12-17;06;26;30;40;48;01;08;0;0;lose
2010-12-17;03;21;27;33;49;02;10;0;0;lose
2010-12-10;2;3;10;33;46;7;8;0;28000000;win
2010-12-10;05;11;17;35;38;02;05;0;0;lose
2010-12-10;03;06;25;36;43;06;09;0;0;lose
2010-12-10;05;15;21;28;31;05;09;0;0;lose
2010-12-10;02;06;08;30;43;04;09;0;0;lose
2010-12-03;8;19;28;32;46;4;7;0;15000000;win
2010-12-03;26;27;33;38;41;03;07;0;0;lose
2010-12-03;11;13;20;32;38;04;12;0;0;lose
2010-12-03;05;10;14;39;41;07;08;0;0;lose
2010-12-03;22;39;40;43;45;04;06;0;0;lose
2010-11-26;9;28;36;41;49;5;7;1;44000000;win
2010-11-26;02;03;09;13;19;07;12;0;0;lose
2010-11-26;13;41;42;46;47;09;10;0;0;lose
2010-11-26;04;09;11;21;42;05;06;0;0;lose
2010-11-26;12;15;31;35;42;04;12;0;0;lose
2010-11-19;12;15;32;36;45;7;9;0;29000000;win
2010-11-19;10;19;23;30;38;03;12;0;0;lose
2010-11-19;19;32;34;35;47;07;11;0;0;lose
2010-11-19;04;13;40;41;46;05;11;0;0;lose
2010-11-19;16;18;27;33;38;04;06;0;0;lose
2010-11-12;7;19;23;29;47;1;6;0;15000000;win
2010-11-12;10;23;27;40;41;03;09;0;0;lose
2010-11-12;04;13;28;42;47;01;05;0;0;lose
2010-11-12;06;09;37;45;49;02;07;0;0;lose
2010-11-12;03;13;37;38;45;10;11;0;0;lose
2010-11-05;21;23;33;40;50;4;5;1;28000000;win
2010-11-05;19;30;37;39;43;05;12;0;0;lose
2010-11-05;02;09;18;19;42;07;09;0;0;lose
2010-11-05;01;22;38;45;49;02;11;0;0;lose
2010-11-05;31;33;37;38;45;01;03;0;0;lose
2010-10-29;16;20;22;32;42;8;9;0;15000000;win
2010-10-29;20;33;38;40;44;06;11;0;0;lose
2010-10-29;02;10;14;19;21;05;10;0;0;lose
2010-10-29;04;11;16;22;38;02;10;0;0;lose
2010-10-29;18;25;30;46;49;01;08;0;0;lose
2010-10-22;4;5;9;11;39;3;5;2;28000000;win
2010-10-22;04;09;24;32;35;01;12;0;0;lose
2010-10-22;09;24;27;31;48;01;03;0;0;lose
2010-10-22;01;04;18;34;41;03;07;0;0;lose
2010-10-22;10;32;39;48;50;03;12;0;0;lose
2010-10-15;2;31;36;38;43;3;7;0;15000000;win
2010-10-15;02;12;13;25;50;04;11;0;0;lose
2010-10-15;09;18;24;39;50;07;12;0;0;lose
2010-10-15;01;20;32;36;45;06;07;0;0;lose
2010-10-15;11;19;22;32;37;07;12;0;0;lose
2010-10-08;9;30;35;39;46;6;8;1;129000000;win
2010-10-08;06;15;22;32;33;01;09;0;0;lose
2010-10-08;13;27;29;38;49;08;12;0;0;lose
2010-10-08;07;13;30;33;44;09;12;0;0;lose
2010-10-08;06;15;19;35;46;06;12;0;0;lose
2010-10-01;1;4;6;27;48;1;6;0;100000000;win
2010-10-01;14;22;24;25;36;01;04;0;0;lose
2010-10-01;25;28;36;39;41;03;05;0;0;lose
2010-10-01;03;08;17;21;35;05;09;0;0;lose
2010-10-01;11;24;25;37;47;07;10;0;0;lose
2010-09-24;1;4;16;40;48;1;9;2;28000000;win
2010-09-24;04;05;10;20;30;06;10;0;0;lose
2010-09-24;01;08;32;45;49;02;08;0;0;lose
2010-09-24;04;07;14;34;46;01;10;0;0;lose
2010-09-24;04;07;08;12;29;01;02;0;0;lose
2010-09-17;17;27;29;38;50;1;3;0;15000000;win
2010-09-17;08;21;36;42;44;03;07;0;0;lose
2010-09-17;12;15;17;19;40;08;09;0;0;lose
2010-09-17;03;06;34;41;49;08;10;0;0;lose
2010-09-17;12;15;29;40;49;01;09;0;0;lose
2010-09-10;17;21;35;41;45;1;5;1;15000000;win
2010-09-10;11;16;20;35;39;08;11;0;0;lose
2010-09-10;01;15;19;21;36;02;11;0;0;lose
2010-09-10;09;12;19;20;34;02;04;0;0;lose
2010-09-10;16;21;41;44;47;07;11;0;0;lose
2010-09-03;13;24;26;47;49;4;8;1;15000000;win
2010-09-03;06;18;28;32;40;04;12;0;0;lose
2010-09-03;01;26;30;37;43;01;05;0;0;lose
2010-09-03;03;10;21;23;48;01;05;0;0;lose
2010-09-03;22;29;32;33;43;05;12;0;0;lose
2010-08-27;1;6;13;30;49;1;9;2;15000000;win
2010-08-27;08;17;20;21;23;01;07;0;0;lose
2010-08-27;07;20;22;34;35;03;08;0;0;lose
2010-08-27;11;18;33;36;39;02;08;0;0;lose
2010-08-27;03;12;41;42;50;10;12;0;0;lose
2010-08-20;5;27;31;40;42;1;6;1;15000000;win
2010-08-20;01;04;06;26;31;01;10;0;0;lose
2010-08-20;14;16;20;38;48;04;06;0;0;lose
2010-08-20;22;32;38;43;48;03;11;0;0;lose
2010-08-20;02;15;22;26;46;03;08;0;0;lose
2010-08-13;4;9;15;21;47;2;7;3;15000000;win
2010-08-13;02;09;23;31;32;08;10;0;0;lose
2010-08-13;11;32;41;46;47;01;10;0;0;lose
2010-08-13;15;16;22;31;42;09;11;0;0;lose
2010-08-13;06;12;14;24;37;03;06;0;0;lose
2010-08-06;13;25;28;29;42;4;5;1;15000000;win
2010-08-06;06;13;26;35;45;03;06;0;0;lose
2010-08-06;02;04;30;35;39;04;09;0;0;lose
2010-08-06;20;23;32;33;41;03;10;0;0;lose
2010-08-06;03;06;07;27;28;05;07;0;0;lose
2010-07-30;3;4;11;28;39;2;8;1;28000000;win
2010-07-30;10;13;39;45;49;01;09;0;0;lose
2010-07-30;01;15;20;42;49;02;12;0;0;lose
2010-07-30;20;26;30;32;45;05;10;0;0;lose
2010-07-30;23;25;31;42;49;07;11;0;0;lose
2010-07-23;4;13;35;37;46;3;9;0;15000000;win
2010-07-23;17;22;26;42;47;08;11;0;0;lose
2010-07-23;14;20;23;28;32;03;09;0;0;lose
2010-07-23;06;31;34;42;47;03;12;0;0;lose
2010-07-23;09;14;26;36;44;04;11;0;0;lose
2010-07-16;38;39;45;46;49;7;8;1;41000000;win
2010-07-16;02;13;31;45;48;01;08;0;0;lose
2010-07-16;08;19;28;40;43;01;05;0;0;lose
2010-07-16;12;20;37;45;46;03;08;0;0;lose
2010-07-16;15;19;23;31;42;06;07;0;0;lose
2010-07-09;9;24;37;39;49;3;9;0;28000000;win
2010-07-09;07;12;23;29;45;05;08;0;0;lose
2010-07-09;05;16;24;29;36;02;09;0;0;lose
2010-07-09;03;07;16;18;45;06;12;0;0;lose
2010-07-09;02;22;24;25;40;01;12;0;0;lose
2010-07-02;12;13;36;41;46;1;8;0;15000000;win
2010-07-02;01;19;27;47;49;01;02;0;0;lose
2010-07-02;02;07;33;37;38;05;10;0;0;lose
2010-07-02;10;22;38;40;47;08;09;0;0;lose
2010-07-02;17;22;23;37;41;06;10;0;0;lose
2010-06-25;1;8;18;28;31;8;9;1;28000000;win
2010-06-25;09;17;34;44;48;02;06;0;0;lose
2010-06-25;08;20;25;49;50;06;09;0;0;lose
2010-06-25;05;10;17;24;29;04;05;0;0;lose
2010-06-25;11;15;25;33;43;02;11;0;0;lose
2010-06-18;2;29;31;32;38;1;4;0;15000000;win
2010-06-18;07;18;46;48;50;04;12;0;0;lose
2010-06-18;08;23;26;30;31;02;10;0;0;lose
2010-06-18;12;16;27;31;43;03;12;0;0;lose
2010-06-18;01;07;20;38;48;05;11;0;0;lose
2010-06-11;2;22;24;36;44;1;2;1;15000000;win
2010-06-11;10;20;26;49;50;10;12;0;0;lose
2010-06-11;17;21;25;38;50;02;10;0;0;lose
2010-06-11;15;30;33;39;43;02;03;0;0;lose
2010-06-11;02;13;19;46;47;04;08;0;0;lose
2010-06-04;4;17;34;40;42;4;9;1;15000000;win
2010-06-04;06;08;10;23;45;02;04;0;0;lose
2010-06-04;01;03;16;25;45;08;12;0;0;lose
2010-06-04;14;27;32;37;42;02;03;0;0;lose
2010-06-04;09;20;31;37;41;03;06;0;0;lose
2010-05-28;4;9;31;32;33;3;7;1;15000000;win
2010-05-28;01;10;25;26;45;01;05;0;0;lose
2010-05-28;04;16;19;47;49;08;09;0;0;lose
2010-05-28;08;12;27;34;40;03;05;0;0;lose
2010-05-28;09;13;18;24;32;01;06;0;0;lose
2010-05-21;7;19;30;38;50;4;7;1;15000000;win
2010-05-21;14;15;17;19;24;02;07;0;0;lose
2010-05-21;21;24;25;32;46;06;09;0;0;lose
2010-05-21;07;08;17;26;46;08;11;0;0;lose
2010-05-21;02;13;28;41;43;06;07;0;0;lose
2010-05-14;1;17;31;43;47;2;3;1;99000000;win
2010-05-14;05;12;18;19;36;04;12;0;0;lose
2010-05-14;25;37;39;42;50;11;12;0;0;lose
2010-05-14;03;16;18;26;40;03;11;0;0;lose
2010-05-14;09;23;37;40;46;05;09;0;0;lose
2010-05-07;3;6;15;21;32;7;9;0;77000000;win
2010-05-07;06;17;30;32;33;02;03;0;0;lose
2010-05-07;02;10;21;26;42;07;12;0;0;lose
2010-05-07;09;19;21;24;41;07;09;0;0;lose
2010-05-07;07;09;39;48;49;01;09;0;0;lose
2010-04-30;6;22;24;25;36;3;8;0;59000000;win
2010-04-30;09;29;33;45;50;04;05;0;0;lose
2010-04-30;03;10;13;45;50;11;12;0;0;lose
2010-04-30;07;14;22;33;34;03;04;0;0;lose
2010-04-30;01;11;18;27;29;01;10;0;0;lose
2010-04-23;3;7;8;43;46;6;8;0;44000000;win
2010-04-23;03;15;25;36;49;04;12;0;0;lose
2010-04-23;02;08;09;14;37;03;12;0;0;lose
2010-04-23;06;29;39;43;50;02;09;0;0;lose
2010-04-23;14;23;27;47;48;06;11;0;0;lose
2010-04-16;9;11;17;26;40;3;9;0;29000000;win
2010-04-16;04;17;26;29;31;07;12;0;0;lose
2010-04-16;13;23;33;42;50;06;10;0;0;lose
2010-04-16;15;17;23;30;37;07;11;0;0;lose
2010-04-16;02;12;13;15;21;05;07;0;0;lose
2010-04-09;7;21;23;24;44;3;4;0;15000000;win
2010-04-09;02;10;20;24;35;01;10;0;0;lose
2010-04-09;07;17;18;35;38;08;12;0;0;lose
2010-04-09;26;27;34;35;37;06;12;0;0;lose
2010-04-09;08;14;23;30;32;10;11;0;0;lose
2010-04-02;12;18;24;26;45;4;5;1;15000000;win
2010-04-02;13;22;27;32;33;05;06;0;0;lose
2010-04-02;09;11;25;43;48;04;05;0;0;lose
2010-04-02;04;17;35;47;49;04;08;0;0;lose
2010-04-02;11;12;15;44;48;07;09;0;0;lose
2010-03-26;8;16;18;37;43;2;6;1;44000000;win
2010-03-26;08;15;22;28;43;02;12;0;0;lose
2010-03-26;08;19;21;35;40;03;08;0;0;lose
2010-03-26;13;17;19;25;26;08;10;0;0;lose
2010-03-26;12;21;26;27;40;04;07;0;0;lose
2010-03-19;10;28;30;38;39;2;7;0;29000000;win
2010-03-19;06;10;16;20;48;05;10;0;0;lose
2010-03-19;05;06;28;35;40;05;08;0;0;lose
2010-03-19;06;20;28;41;48;05;10;0;0;lose
2010-03-19;07;19;25;29;35;03;11;0;0;lose
2010-03-12;1;26;33;36;46;6;7;0;15000000;win
2010-03-12;01;05;20;29;43;02;08;0;0;lose
2010-03-12;14;31;42;43;45;04;06;0;0;lose
2010-03-12;11;12;29;30;36;08;10;0;0;lose
2010-03-12;01;05;09;22;47;04;08;0;0;lose
2010-03-05;12;18;19;43;49;3;9;1;44000000;win
2010-03-05;06;10;18;21;32;09;11;0;0;lose
2010-03-05;02;17;28;37;42;05;07;0;0;lose
2010-03-05;12;25;37;38;46;01;03;0;0;lose
2010-03-05;12;23;30;44;50;02;09;0;0;lose
2010-02-26;7;11;18;29;42;6;7;0;29000000;win
2010-02-26;01;22;26;38;47;03;12;0;0;lose
2010-02-26;06;22;32;40;43;04;09;0;0;lose
2010-02-26;05;29;32;40;45;05;08;0;0;lose
2010-02-26;13;19;34;45;49;02;11;0;0;lose
2010-02-19;12;31;37;38;43;2;3;0;15000000;win
2010-02-19;03;10;12;14;37;04;11;0;0;lose
2010-02-19;21;39;45;47;50;02;09;0;0;lose
2010-02-19;01;03;05;25;45;01;03;0;0;lose
2010-02-19;12;13;23;25;38;09;10;0;0;lose
2010-02-12;1;5;18;38;45;4;6;2;129000000;win
2010-02-12;02;17;26;31;39;04;10;0;0;lose
2010-02-12;07;13;17;32;38;02;10;0;0;lose
2010-02-12;39;40;41;42;45;11;12;0;0;lose
2010-02-12;06;10;17;19;33;08;10;0;0;lose
2010-02-05;34;35;38;39;46;3;4;0;100000000;win
2010-02-05;06;16;21;35;39;07;10;0;0;lose
2010-02-05;13;22;28;37;43;02;07;0;0;lose
2010-02-05;04;06;10;12;30;04;07;0;0;lose
2010-02-05;06;09;18;28;36;10;11;0;0;lose
2010-01-29;9;17;30;39;43;5;7;1;28000000;win
2010-01-29;11;15;22;48;50;09;12;0;0;lose
2010-01-29;03;28;35;36;44;06;07;0;0;lose
2010-01-29;18;29;30;36;49;07;12;0;0;lose
2010-01-29;10;23;31;43;48;03;06;0;0;lose
2010-01-22;4;22;27;36;44;7;9;0;15000000;win
2010-01-22;03;15;21;30;41;08;09;0;0;lose
2010-01-22;02;03;06;19;43;03;09;0;0;lose
2010-01-22;08;21;25;44;46;01;09;0;0;lose
2010-01-22;19;22;32;39;48;07;09;0;0;lose
2010-01-15;11;26;29;49;50;4;7;2;58000000;win
2010-01-15;15;16;18;19;28;03;09;0;0;lose
2010-01-15;09;18;28;30;32;01;04;0;0;lose
2010-01-15;04;14;28;29;50;03;07;0;0;lose
2010-01-15;05;08;11;17;42;03;06;0;0;lose
2010-01-08;4;5;14;44;46;8;9;0;41000000;win
2010-01-08;04;12;32;42;45;06;09;0;0;lose
